date;SP500;NASDAQ
2023-03-25-13-19;3970.99;12767.05
2023-03-25-13-20;3970.99;12767.05
2023-03-25-13-21;3970.99;12767.05
2023-03-25-13-22;3970.99;12767.05
2023-03-25-13-23;3970.99;12767.05
2023-03-25-13-24;3970.99;12767.05
2023-03-25-13-25;3970.99;12767.05
2023-03-25-13-26;3970.99;12767.05
2023-03-25-13-27;3970.99;12767.05
2023-03-25-13-28;3970.99;12767.05
2023-03-25-13-29;3970.99;12767.05
2023-03-25-13-30;3970.99;12767.05
2023-03-25-13-31;3970.99;12767.05
2023-03-25-13-32;3970.99;12767.05
2023-03-25-13-33;3970.99;12767.05
2023-03-25-13-34;3970.99;12767.05
2023-03-25-13-35;3970.99;12767.05
2023-03-25-13-36;3970.99;12767.05
2023-03-25-13-37;3970.99;12767.05
2023-03-25-13-38;3970.99;12767.05
2023-03-25-13-39;3970.99;12767.05
2023-03-25-13-40;3970.99;12767.05
2023-03-25-13-41;3970.99;12767.05
2023-03-25-13-42;3970.99;12767.05
2023-03-25-13-43;3970.99;12767.05
2023-03-25-13-44;3970.99;12767.05
2023-03-25-13-45;3970.99;12767.05
2023-03-25-13-46;3970.99;12767.05
2023-03-25-13-47;3970.99;12767.05
2023-03-25-13-48;3970.99;12767.05
2023-03-25-13-49;3970.99;12767.05
2023-03-25-13-50;3970.99;12767.05
2023-03-25-13-51;3970.99;12767.05
2023-03-25-13-52;3970.99;12767.05
2023-03-25-13-53;3970.99;12767.05
2023-03-25-13-54;3970.99;12767.05
2023-03-25-13-55;3970.99;12767.05
2023-03-25-13-56;3970.99;12767.05
2023-03-25-13-57;3970.99;12767.05
2023-03-25-13-58;3970.99;12767.05
2023-03-25-13-59;3970.99;12767.05
2023-03-25-14-00;3970.99;12767.05
2023-03-25-14-01;3970.99;12767.05
2023-03-25-14-02;3970.99;12767.05
2023-03-25-14-03;3970.99;12767.05
2023-03-25-14-04;3970.99;12767.05
2023-03-25-14-05;3970.99;12767.05
2023-03-25-14-06;3970.99;12767.05
2023-03-25-14-07;3970.99;12767.05
2023-03-25-14-08;3970.99;12767.05
2023-03-25-14-09;3970.99;12767.05
2023-03-25-14-10;3970.99;12767.05
2023-03-25-14-11;3970.99;12767.05
2023-03-25-14-12;3970.99;12767.05
2023-03-25-14-13;3970.99;12767.05
2023-03-25-14-14;3970.99;12767.05
2023-03-25-14-15;3970.99;12767.05
2023-03-25-14-16;3970.99;12767.05
2023-03-25-14-17;3970.99;12767.05
2023-03-25-14-18;3970.99;12767.05
2023-03-25-14-19;3970.99;12767.05
2023-03-25-14-20;3970.99;12767.05
2023-03-25-14-21;3970.99;12767.05
2023-03-25-14-22;3970.99;12767.05
2023-03-25-14-23;3970.99;12767.05
2023-03-25-14-24;3970.99;12767.05
2023-03-25-14-25;3970.99;12767.05
2023-03-25-14-26;3970.99;12767.05
2023-03-25-14-27;3970.99;12767.05
2023-03-25-14-28;3970.99;12767.05
2023-03-25-14-29;3970.99;12767.05
2023-03-25-14-30;3970.99;12767.05
2023-03-25-14-31;3970.99;12767.05
2023-03-25-14-32;3970.99;12767.05
2023-03-25-14-33;3970.99;12767.05
2023-03-25-14-34;3970.99;12767.05
2023-03-25-14-35;3970.99;12767.05
2023-03-25-14-36;3970.99;12767.05
2023-03-25-14-37;3970.99;12767.05
2023-03-25-14-38;3970.99;12767.05
2023-03-25-14-39;3970.99;12767.05
2023-03-25-14-40;3970.99;12767.05
2023-03-25-14-41;3970.99;12767.05
2023-03-25-14-42;3970.99;12767.05
2023-03-25-14-43;3970.99;12767.05
2023-03-25-14-44;3970.99;12767.05
2023-03-25-14-45;3970.99;12767.05
2023-03-25-14-46;3970.99;12767.05
2023-03-25-14-47;3970.99;12767.05
2023-03-25-14-48;3970.99;12767.05
2023-03-25-14-49;3970.99;12767.05
2023-03-25-14-50;3970.99;12767.05
2023-03-25-14-51;3970.99;12767.05
2023-03-25-14-52;3970.99;12767.05
2023-03-25-14-53;3970.99;12767.05
2023-03-25-14-54;3970.99;12767.05
2023-03-25-14-55;3970.99;12767.05
2023-03-25-14-56;3970.99;12767.05
2023-03-25-14-57;3970.99;12767.05
2023-03-25-14-58;3970.99;12767.05
2023-03-25-14-59;3970.99;12767.05
2023-03-25-15-00;3970.99;12767.05
2023-03-25-15-01;3970.99;12767.05
2023-03-25-15-02;3970.99;12767.05
2023-03-25-15-03;3970.99;12767.05
2023-03-25-15-04;3970.99;12767.05
2023-03-25-15-05;3970.99;12767.05
2023-03-25-15-06;3970.99;12767.05
2023-03-25-15-07;3970.99;12767.05
2023-03-25-15-08;3970.99;12767.05
2023-03-25-15-09;3970.99;12767.05
2023-03-25-15-10;3970.99;12767.05
2023-03-25-15-11;3970.99;12767.05
2023-03-25-15-12;3970.99;12767.05
2023-03-25-15-13;3970.99;12767.05
2023-03-25-15-14;3970.99;12767.05
2023-03-25-15-15;3970.99;12767.05
2023-03-25-15-16;3970.99;12767.05
2023-03-25-15-17;3970.99;12767.05
2023-03-25-15-18;3970.99;12767.05
2023-03-25-15-19;3970.99;12767.05
2023-03-25-15-20;3970.99;12767.05
2023-03-25-15-21;3970.99;12767.05
2023-03-25-15-22;3970.99;12767.05
2023-03-25-15-23;3970.99;12767.05
2023-03-25-15-24;3970.99;12767.05
2023-03-25-15-25;3970.99;12767.05
2023-03-25-15-26;3970.99;12767.05
2023-03-25-15-27;3970.99;12767.05
2023-03-25-15-28;3970.99;12767.05
2023-03-25-15-29;3970.99;12767.05
2023-03-25-15-30;3970.99;12767.05
2023-03-25-15-31;3970.99;12767.05
2023-03-25-15-32;3970.99;12767.05
2023-03-25-15-33;3970.99;12767.05
2023-03-25-15-34;3970.99;12767.05
2023-03-25-15-35;3970.99;12767.05
2023-03-25-15-36;3970.99;12767.05
2023-03-25-15-37;3970.99;12767.05
2023-03-25-15-38;3970.99;12767.05
2023-03-25-15-39;3970.99;12767.05
2023-03-25-15-40;3970.99;12767.05
2023-03-25-15-41;3970.99;12767.05
2023-03-25-15-42;3970.99;12767.05
2023-03-25-15-43;3970.99;12767.05
2023-03-25-15-44;3970.99;12767.05
2023-03-25-15-45;3970.99;12767.05
2023-03-25-15-46;3970.99;12767.05
2023-03-25-15-47;3970.99;12767.05
2023-03-25-15-48;3970.99;12767.05
2023-03-25-15-49;3970.99;12767.05
2023-03-25-15-50;3970.99;12767.05
2023-03-25-15-51;3970.99;12767.05
2023-03-25-15-52;3970.99;12767.05
2023-03-25-15-53;3970.99;12767.05
2023-03-25-15-54;3970.99;12767.05
2023-03-25-15-55;3970.99;12767.05
2023-03-25-15-56;3970.99;12767.05
2023-03-25-15-57;3970.99;12767.05
2023-03-25-15-58;3970.99;12767.05
2023-03-25-15-59;3970.99;12767.05
2023-03-25-16-00;3970.99;12767.05
2023-03-25-16-01;3970.99;12767.05
2023-03-25-16-02;3970.99;12767.05
2023-03-25-16-03;3970.99;12767.05
2023-03-25-16-04;3970.99;12767.05
2023-03-25-16-05;3970.99;12767.05
2023-03-25-16-06;3970.99;12767.05
2023-03-25-16-07;3970.99;12767.05
2023-03-25-16-08;3970.99;12767.05
2023-03-25-16-09;3970.99;12767.05
2023-03-25-16-10;3970.99;12767.05
2023-03-25-16-11;3970.99;12767.05
2023-03-25-16-12;3970.99;12767.05
2023-03-25-16-13;3970.99;12767.05
2023-03-25-16-14;3970.99;12767.05
2023-03-25-16-15;3970.99;12767.05
2023-03-25-16-16;3970.99;12767.05
2023-03-25-16-17;3970.99;12767.05
2023-03-25-16-18;3970.99;12767.05
2023-03-25-16-19;3970.99;12767.05
2023-03-25-16-20;3970.99;12767.05
2023-03-25-16-21;3970.99;12767.05
2023-03-25-16-22;3970.99;12767.05
2023-03-25-16-23;3970.99;12767.05
2023-03-25-16-24;3970.99;12767.05
2023-03-25-16-25;3970.99;12767.05
2023-03-25-16-26;3970.99;12767.05
2023-03-25-16-27;3970.99;12767.05
2023-03-25-16-28;3970.99;12767.05
2023-03-25-16-29;3970.99;12767.05
2023-03-25-16-30;3970.99;12767.05
2023-03-25-16-31;3970.99;12767.05
2023-03-25-16-32;3970.99;12767.05
2023-03-25-16-33;3970.99;12767.05
2023-03-25-16-34;3970.99;12767.05
2023-03-25-16-35;3970.99;12767.05
2023-03-25-16-36;3970.99;12767.05
2023-03-25-16-37;3970.99;12767.05
2023-03-25-16-38;3970.99;12767.05
2023-03-25-16-39;3970.99;12767.05
2023-03-25-16-40;3970.99;12767.05
2023-03-25-16-41;3970.99;12767.05
2023-03-25-16-42;3970.99;12767.05
2023-03-25-16-43;3970.99;12767.05
2023-03-25-16-44;3970.99;12767.05
2023-03-25-16-45;3970.99;12767.05
2023-03-25-16-46;3970.99;12767.05
2023-03-25-16-47;3970.99;12767.05
2023-03-25-16-48;3970.99;12767.05
2023-03-25-16-49;3970.99;12767.05
2023-03-25-16-50;3970.99;12767.05
2023-03-25-16-51;3970.99;12767.05
2023-03-25-16-52;3970.99;12767.05
2023-03-25-16-53;3970.99;12767.05
2023-03-25-16-54;3970.99;12767.05
2023-03-25-16-55;3970.99;12767.05
2023-03-25-16-56;3970.99;12767.05
2023-03-25-16-57;3970.99;12767.05
2023-03-25-16-58;3970.99;12767.05
2023-03-25-16-59;3970.99;12767.05
2023-03-26-09-00;3970.99;12767.05
2023-03-26-09-01;3970.99;12767.05
2023-03-26-09-02;3970.99;12767.05
2023-03-26-09-03;3970.99;12767.05
2023-03-26-09-04;3970.99;12767.05
2023-03-26-09-05;3970.99;12767.05
2023-03-26-09-06;3970.99;12767.05
2023-03-26-09-07;3970.99;12767.05
2023-03-26-09-08;3970.99;12767.05
2023-03-26-09-09;3970.99;12767.05
2023-03-26-09-10;3970.99;12767.05
2023-03-26-09-11;3970.99;12767.05
2023-03-26-09-12;3970.99;12767.05
2023-03-26-09-13;3970.99;12767.05
2023-03-26-09-14;3970.99;12767.05
2023-03-26-09-15;3970.99;12767.05
2023-03-26-09-16;3970.99;12767.05
2023-03-26-09-17;3970.99;12767.05
2023-03-26-09-18;3970.99;12767.05
2023-03-26-09-19;3970.99;12767.05
2023-03-26-09-20;3970.99;12767.05
2023-03-26-09-21;3970.99;12767.05
2023-03-26-09-22;3970.99;12767.05
2023-03-26-09-23;3970.99;12767.05
2023-03-26-09-24;3970.99;12767.05
2023-03-26-09-25;3970.99;12767.05
2023-03-26-09-26;3970.99;12767.05
2023-03-26-09-27;3970.99;12767.05
2023-03-26-09-28;3970.99;12767.05
2023-03-26-09-29;3970.99;12767.05
2023-03-26-09-30;3970.99;12767.05
2023-03-26-09-31;3970.99;12767.05
2023-03-26-09-32;3970.99;12767.05
2023-03-26-09-33;3970.99;12767.05
2023-03-26-09-34;3970.99;12767.05
2023-03-26-09-35;3970.99;12767.05
2023-03-26-09-36;3970.99;12767.05
2023-03-26-09-37;3970.99;12767.05
2023-03-26-09-38;3970.99;12767.05
2023-03-26-09-39;3970.99;12767.05
2023-03-26-09-40;3970.99;12767.05
2023-03-26-09-41;3970.99;12767.05
2023-03-26-09-42;3970.99;12767.05
2023-03-26-09-43;3970.99;12767.05
2023-03-26-09-44;3970.99;12767.05
2023-03-26-09-45;3970.99;12767.05
2023-03-26-09-46;3970.99;12767.05
2023-03-26-09-47;3970.99;12767.05
2023-03-26-09-48;3970.99;12767.05
2023-03-26-09-49;3970.99;12767.05
2023-03-26-09-50;3970.99;12767.05
2023-03-26-09-51;3970.99;12767.05
2023-03-26-09-52;3970.99;12767.05
2023-03-26-09-53;3970.99;12767.05
2023-03-26-09-54;3970.99;12767.05
2023-03-26-09-55;3970.99;12767.05
2023-03-26-09-56;3970.99;12767.05
2023-03-26-09-57;3970.99;12767.05
2023-03-26-09-58;3970.99;12767.05
2023-03-26-09-59;3970.99;12767.05
2023-03-26-10-00;3970.99;12767.05
2023-03-26-10-01;3970.99;12767.05
2023-03-26-10-02;3970.99;12767.05
2023-03-26-10-03;3970.99;12767.05
2023-03-26-10-04;3970.99;12767.05
2023-03-26-10-05;3970.99;12767.05
2023-03-26-10-06;3970.99;12767.05
2023-03-26-10-07;3970.99;12767.05
2023-03-26-10-08;3970.99;12767.05
2023-03-26-10-09;3970.99;12767.05
2023-03-26-10-10;3970.99;12767.05
2023-03-26-10-11;3970.99;12767.05
2023-03-26-10-12;3970.99;12767.05
2023-03-26-10-13;3970.99;12767.05
2023-03-26-10-14;3970.99;12767.05
2023-03-26-10-15;3970.99;12767.05
2023-03-26-10-16;3970.99;12767.05
2023-03-26-10-17;3970.99;12767.05
2023-03-26-10-18;3970.99;12767.05
2023-03-26-10-19;3970.99;12767.05
2023-03-26-10-20;3970.99;12767.05
2023-03-26-10-21;3970.99;12767.05
2023-03-26-10-22;3970.99;12767.05
2023-03-26-10-23;3970.99;12767.05
2023-03-26-10-24;3970.99;12767.05
2023-03-26-10-25;3970.99;12767.05
2023-03-26-10-26;3970.99;12767.05
2023-03-26-10-27;3970.99;12767.05
2023-03-26-10-28;3970.99;12767.05
2023-03-26-10-29;3970.99;12767.05
2023-03-26-10-30;3970.99;12767.05
2023-03-26-10-31;3970.99;12767.05
2023-03-26-10-32;3970.99;12767.05
2023-03-26-10-33;3970.99;12767.05
2023-03-26-10-34;3970.99;12767.05
2023-03-26-10-35;3970.99;12767.05
2023-03-26-10-36;3970.99;12767.05
2023-03-26-10-37;3970.99;12767.05
2023-03-26-10-38;3970.99;12767.05
2023-03-26-10-39;3970.99;12767.05
2023-03-26-10-40;3970.99;12767.05
2023-03-26-10-41;3970.99;12767.05
2023-03-26-10-42;3970.99;12767.05
2023-03-26-10-43;3970.99;12767.05
2023-03-26-10-44;3970.99;12767.05
2023-03-26-10-45;3970.99;12767.05
2023-03-26-10-46;3970.99;12767.05
2023-03-26-10-47;3970.99;12767.05
2023-03-26-10-48;3970.99;12767.05
2023-03-26-10-49;3970.99;12767.05
2023-03-26-10-50;3970.99;12767.05
2023-03-26-10-51;3970.99;12767.05
2023-03-26-10-52;3970.99;12767.05
2023-03-26-10-53;3970.99;12767.05
2023-03-26-10-54;3970.99;12767.05
2023-03-26-10-55;3970.99;12767.05
2023-03-26-10-56;3970.99;12767.05
2023-03-26-10-57;3970.99;12767.05
2023-03-26-10-58;3970.99;12767.05
2023-03-26-10-59;3970.99;12767.05
2023-03-26-11-00;3970.99;12767.05
2023-03-26-11-01;3970.99;12767.05
2023-03-26-11-02;3970.99;12767.05
2023-03-26-11-03;3970.99;12767.05
2023-03-26-11-04;3970.99;12767.05
2023-03-26-11-05;3970.99;12767.05
2023-03-26-11-06;3970.99;12767.05
2023-03-26-11-07;3970.99;12767.05
2023-03-26-11-08;3970.99;12767.05
2023-03-26-11-09;3970.99;12767.05
2023-03-26-11-10;3970.99;12767.05
2023-03-26-11-11;3970.99;12767.05
2023-03-26-11-12;3970.99;12767.05
2023-03-26-11-13;3970.99;12767.05
2023-03-26-11-14;3970.99;12767.05
2023-03-26-11-15;3970.99;12767.05
2023-03-26-11-16;3970.99;12767.05
2023-03-26-11-17;3970.99;12767.05
2023-03-26-11-18;3970.99;12767.05
2023-03-26-11-19;3970.99;12767.05
2023-03-26-11-20;3970.99;12767.05
2023-03-26-11-21;3970.99;12767.05
2023-03-26-11-22;3970.99;12767.05
2023-03-26-11-23;3970.99;12767.05
2023-03-26-11-24;3970.99;12767.05
2023-03-26-11-25;3970.99;12767.05
2023-03-26-11-26;3970.99;12767.05
2023-03-26-11-27;3970.99;12767.05
2023-03-26-11-28;3970.99;12767.05
2023-03-26-11-29;3970.99;12767.05
2023-03-26-11-30;3970.99;12767.05
2023-03-26-11-31;3970.99;12767.05
2023-03-26-11-32;3970.99;12767.05
2023-03-26-11-33;3970.99;12767.05
2023-03-26-11-34;3970.99;12767.05
2023-03-26-11-35;3970.99;12767.05
2023-03-26-11-36;3970.99;12767.05
2023-03-26-11-37;3970.99;12767.05
2023-03-26-11-38;3970.99;12767.05
2023-03-26-11-39;3970.99;12767.05
2023-03-26-11-40;3970.99;12767.05
2023-03-26-11-41;3970.99;12767.05
2023-03-26-11-42;3970.99;12767.05
2023-03-26-11-43;3970.99;12767.05
2023-03-26-11-44;3970.99;12767.05
2023-03-26-11-45;3970.99;12767.05
2023-03-26-11-46;3970.99;12767.05
2023-03-26-11-47;3970.99;12767.05
2023-03-26-11-48;3970.99;12767.05
2023-03-26-11-49;3970.99;12767.05
2023-03-26-11-50;3970.99;12767.05
2023-03-26-11-51;3970.99;12767.05
2023-03-26-11-52;3970.99;12767.05
2023-03-26-11-53;3970.99;12767.05
2023-03-26-11-54;3970.99;12767.05
2023-03-26-11-55;3970.99;12767.05
2023-03-26-11-56;3970.99;12767.05
2023-03-26-11-57;3970.99;12767.05
2023-03-26-11-58;3970.99;12767.05
2023-03-26-11-59;3970.99;12767.05
2023-03-26-12-00;3970.99;12767.05
2023-03-26-12-01;3970.99;12767.05
2023-03-26-12-02;3970.99;12767.05
2023-03-26-12-03;3970.99;12767.05
2023-03-26-12-04;3970.99;12767.05
2023-03-26-12-05;3970.99;12767.05
2023-03-26-12-06;3970.99;12767.05
2023-03-26-12-07;3970.99;12767.05
2023-03-26-12-08;3970.99;12767.05
2023-03-26-12-09;3970.99;12767.05
2023-03-26-12-10;3970.99;12767.05
2023-03-26-12-11;3970.99;12767.05
2023-03-26-12-12;3970.99;12767.05
2023-03-26-12-13;3970.99;12767.05
2023-03-26-12-14;3970.99;12767.05
2023-03-26-12-15;3970.99;12767.05
2023-03-26-12-16;3970.99;12767.05
2023-03-26-12-17;3970.99;12767.05
2023-03-26-12-18;3970.99;12767.05
2023-03-26-12-19;3970.99;12767.05
2023-03-26-12-20;3970.99;12767.05
2023-03-26-12-21;3970.99;12767.05
2023-03-26-12-22;3970.99;12767.05
2023-03-26-12-23;3970.99;12767.05
2023-03-26-12-24;3970.99;12767.05
2023-03-26-12-25;3970.99;12767.05
2023-03-26-12-26;3970.99;12767.05
2023-03-26-12-27;3970.99;12767.05
2023-03-26-12-28;3970.99;12767.05
2023-03-26-12-29;3970.99;12767.05
2023-03-26-12-30;3970.99;12767.05
2023-03-26-12-31;3970.99;12767.05
2023-03-26-12-32;3970.99;12767.05
2023-03-26-12-33;3970.99;12767.05
2023-03-26-12-34;3970.99;12767.05
2023-03-26-12-35;3970.99;12767.05
2023-03-26-12-36;3970.99;12767.05
2023-03-26-12-37;3970.99;12767.05
2023-03-26-12-38;3970.99;12767.05
2023-03-26-12-39;3970.99;12767.05
2023-03-26-12-40;3970.99;12767.05
2023-03-26-12-41;3970.99;12767.05
2023-03-26-12-42;3970.99;12767.05
2023-03-26-12-43;3970.99;12767.05
2023-03-26-12-44;3970.99;12767.05
2023-03-26-12-45;3970.99;12767.05
2023-03-26-12-46;3970.99;12767.05
2023-03-26-12-47;3970.99;12767.05
2023-03-26-12-48;3970.99;12767.05
2023-03-26-12-49;3970.99;12767.05
2023-03-26-12-50;3970.99;12767.05
2023-03-26-12-51;3970.99;12767.05
2023-03-26-12-52;3970.99;12767.05
2023-03-26-12-53;3970.99;12767.05
2023-03-26-12-54;3970.99;12767.05
2023-03-26-12-55;3970.99;12767.05
2023-03-26-12-56;3970.99;12767.05
2023-03-26-12-57;3970.99;12767.05
2023-03-26-12-58;3970.99;12767.05
2023-03-26-12-59;3970.99;12767.05
2023-03-26-13-00;3970.99;12767.05
2023-03-26-13-01;3970.99;12767.05
2023-03-26-13-02;3970.99;12767.05
2023-03-26-13-03;3970.99;12767.05
2023-03-26-13-04;3970.99;12767.05
2023-03-26-13-05;3970.99;12767.05
2023-03-26-13-06;3970.99;12767.05
2023-03-26-13-07;3970.99;12767.05
2023-03-26-13-08;3970.99;12767.05
2023-03-26-13-09;3970.99;12767.05
2023-03-26-13-10;3970.99;12767.05
2023-03-26-13-11;3970.99;12767.05
2023-03-26-13-12;3970.99;12767.05
2023-03-26-13-13;3970.99;12767.05
2023-03-26-13-14;3970.99;12767.05
2023-03-26-13-15;3970.99;12767.05
2023-03-26-13-16;3970.99;12767.05
2023-03-26-13-17;3970.99;12767.05
2023-03-26-13-18;3970.99;12767.05
2023-03-26-13-19;3970.99;12767.05
2023-03-26-13-20;3970.99;12767.05
2023-03-26-13-21;3970.99;12767.05
2023-03-26-13-22;3970.99;12767.05
2023-03-26-13-23;3970.99;12767.05
2023-03-26-13-24;3970.99;12767.05
2023-03-26-13-25;3970.99;12767.05
2023-03-26-13-26;3970.99;12767.05
2023-03-26-13-27;3970.99;12767.05
2023-03-26-13-28;3970.99;12767.05
2023-03-26-13-29;3970.99;12767.05
2023-03-26-13-30;3970.99;12767.05
2023-03-26-13-31;3970.99;12767.05
2023-03-26-13-32;3970.99;12767.05
2023-03-26-13-33;3970.99;12767.05
2023-03-26-13-34;3970.99;12767.05
2023-03-26-13-35;3970.99;12767.05
2023-03-26-13-36;3970.99;12767.05
2023-03-26-13-37;3970.99;12767.05
2023-03-26-13-38;3970.99;12767.05
2023-03-26-13-39;3970.99;12767.05
2023-03-26-13-40;3970.99;12767.05
2023-03-26-13-41;3970.99;12767.05
2023-03-26-13-42;3970.99;12767.05
2023-03-26-13-43;3970.99;12767.05
2023-03-26-13-44;3970.99;12767.05
2023-03-26-13-45;3970.99;12767.05
2023-03-26-13-46;3970.99;12767.05
2023-03-26-13-47;3970.99;12767.05
2023-03-26-13-48;3970.99;12767.05
2023-03-26-13-49;3970.99;12767.05
2023-03-26-13-50;3970.99;12767.05
2023-03-26-13-51;3970.99;12767.05
2023-03-26-13-52;3970.99;12767.05
2023-03-26-13-53;3970.99;12767.05
2023-03-26-13-54;3970.99;12767.05
2023-03-26-13-55;3970.99;12767.05
2023-03-26-13-56;3970.99;12767.05
2023-03-26-13-57;3970.99;12767.05
2023-03-26-13-58;3970.99;12767.05
2023-03-26-13-59;3970.99;12767.05
2023-03-26-14-00;3970.99;12767.05
2023-03-26-14-01;3970.99;12767.05
2023-03-26-14-02;3970.99;12767.05
2023-03-26-14-03;3970.99;12767.05
2023-03-26-14-04;3970.99;12767.05
2023-03-26-14-05;3970.99;12767.05
2023-03-26-14-06;3970.99;12767.05
2023-03-26-14-07;3970.99;12767.05
2023-03-26-14-08;3970.99;12767.05
2023-03-26-14-09;3970.99;12767.05
2023-03-26-14-10;3970.99;12767.05
2023-03-26-14-11;3970.99;12767.05
2023-03-26-14-12;3970.99;12767.05
2023-03-26-14-13;3970.99;12767.05
2023-03-26-14-14;3970.99;12767.05
2023-03-26-14-15;3970.99;12767.05
2023-03-26-14-16;3970.99;12767.05
2023-03-26-14-17;3970.99;12767.05
2023-03-26-14-18;3970.99;12767.05
2023-03-26-14-19;3970.99;12767.05
2023-03-26-14-20;3970.99;12767.05
2023-03-26-14-21;3970.99;12767.05
2023-03-26-14-22;3970.99;12767.05
2023-03-26-14-23;3970.99;12767.05
2023-03-26-14-24;3970.99;12767.05
2023-03-26-14-25;3970.99;12767.05
2023-03-26-14-26;3970.99;12767.05
2023-03-26-14-27;3970.99;12767.05
2023-03-26-14-28;3970.99;12767.05
2023-03-26-14-29;3970.99;12767.05
2023-03-26-14-30;3970.99;12767.05
2023-03-26-14-31;3970.99;12767.05
2023-03-26-14-32;3970.99;12767.05
2023-03-26-14-33;3970.99;12767.05
2023-03-26-14-34;3970.99;12767.05
2023-03-26-14-35;3970.99;12767.05
2023-03-26-14-36;3970.99;12767.05
2023-03-26-14-37;3970.99;12767.05
2023-03-26-14-38;3970.99;12767.05
2023-03-26-14-39;3970.99;12767.05
2023-03-26-14-40;3970.99;12767.05
2023-03-26-14-41;3970.99;12767.05
2023-03-26-14-42;3970.99;12767.05
2023-03-26-14-43;3970.99;12767.05
2023-03-26-14-44;3970.99;12767.05
2023-03-26-14-45;3970.99;12767.05
2023-03-26-14-46;3970.99;12767.05
2023-03-26-14-47;3970.99;12767.05
2023-03-26-14-48;3970.99;12767.05
2023-03-26-14-49;3970.99;12767.05
2023-03-26-14-50;3970.99;12767.05
2023-03-26-14-51;3970.99;12767.05
2023-03-26-14-52;3970.99;12767.05
2023-03-26-14-53;3970.99;12767.05
2023-03-26-14-54;3970.99;12767.05
2023-03-26-14-55;3970.99;12767.05
2023-03-26-14-56;3970.99;12767.05
2023-03-26-14-57;3970.99;12767.05
2023-03-26-14-58;3970.99;12767.05
2023-03-26-14-59;3970.99;12767.05
2023-03-26-15-00;3970.99;12767.05
2023-03-26-15-01;3970.99;12767.05
2023-03-26-15-02;3970.99;12767.05
2023-03-26-15-03;3970.99;12767.05
2023-03-26-15-04;3970.99;12767.05
2023-03-26-15-05;3970.99;12767.05
2023-03-26-15-06;3970.99;12767.05
2023-03-26-15-07;3970.99;12767.05
2023-03-26-15-08;3970.99;12767.05
2023-03-26-15-09;3970.99;12767.05
2023-03-26-15-10;3970.99;12767.05
2023-03-26-15-11;3970.99;12767.05
2023-03-26-15-12;3970.99;12767.05
2023-03-26-15-13;3970.99;12767.05
2023-03-26-15-14;3970.99;12767.05
2023-03-26-15-15;3970.99;12767.05
2023-03-26-15-16;3970.99;12767.05
2023-03-26-15-17;3970.99;12767.05
2023-03-26-15-18;3970.99;12767.05
2023-03-26-15-19;3970.99;12767.05
2023-03-26-15-20;3970.99;12767.05
2023-03-26-15-21;3970.99;12767.05
2023-03-26-15-22;3970.99;12767.05
2023-03-26-15-23;3970.99;12767.05
2023-03-26-15-24;3970.99;12767.05
2023-03-26-15-25;3970.99;12767.05
2023-03-26-15-26;3970.99;12767.05
2023-03-26-15-27;3970.99;12767.05
2023-03-26-15-28;3970.99;12767.05
2023-03-26-15-29;3970.99;12767.05
2023-03-26-15-30;3970.99;12767.05
2023-03-26-15-31;3970.99;12767.05
2023-03-26-15-32;3970.99;12767.05
2023-03-26-15-33;3970.99;12767.05
2023-03-26-15-34;3970.99;12767.05
2023-03-26-15-35;3970.99;12767.05
2023-03-26-15-36;3970.99;12767.05
2023-03-26-15-37;3970.99;12767.05
2023-03-26-15-38;3970.99;12767.05
2023-03-26-15-39;3970.99;12767.05
2023-03-26-15-40;3970.99;12767.05
2023-03-26-15-41;3970.99;12767.05
2023-03-26-15-42;3970.99;12767.05
2023-03-26-15-43;3970.99;12767.05
2023-03-26-15-44;3970.99;12767.05
2023-03-26-15-45;3970.99;12767.05
2023-03-26-15-46;3970.99;12767.05
2023-03-26-15-47;3970.99;12767.05
2023-03-26-15-48;3970.99;12767.05
2023-03-26-15-49;3970.99;12767.05
2023-03-26-15-50;3970.99;12767.05
2023-03-26-15-51;3970.99;12767.05
2023-03-26-15-52;3970.99;12767.05
2023-03-26-15-53;3970.99;12767.05
2023-03-26-15-54;3970.99;12767.05
2023-03-26-15-55;3970.99;12767.05
2023-03-26-15-56;3970.99;12767.05
2023-03-26-15-57;3970.99;12767.05
2023-03-26-15-58;3970.99;12767.05
2023-03-26-15-59;3970.99;12767.05
2023-03-26-16-00;3970.99;12767.05
2023-03-26-16-01;3970.99;12767.05
2023-03-26-16-02;3970.99;12767.05
2023-03-26-16-03;3970.99;12767.05
2023-03-26-16-04;3970.99;12767.05
2023-03-26-16-05;3970.99;12767.05
2023-03-26-16-06;3970.99;12767.05
2023-03-26-16-07;3970.99;12767.05
2023-03-26-16-08;3970.99;12767.05
2023-03-26-16-09;3970.99;12767.05
2023-03-26-16-10;3970.99;12767.05
2023-03-26-16-11;3970.99;12767.05
2023-03-26-16-12;3970.99;12767.05
2023-03-26-16-13;3970.99;12767.05
2023-03-26-16-14;3970.99;12767.05
2023-03-26-16-15;3970.99;12767.05
2023-03-26-16-16;3970.99;12767.05
2023-03-26-16-17;3970.99;12767.05
2023-03-26-16-18;3970.99;12767.05
2023-03-26-16-19;3970.99;12767.05
2023-03-26-16-20;3970.99;12767.05
2023-03-26-16-21;3970.99;12767.05
2023-03-26-16-22;3970.99;12767.05
2023-03-26-16-23;3970.99;12767.05
2023-03-26-16-24;3970.99;12767.05
